Date,News_Titles,News_Volume
2010-05-25 00:00:00,[],0
2010-05-26 00:00:00,[],0
2010-05-27 00:00:00,[],0
2010-05-28 00:00:00,[],0
2010-05-31 00:00:00,[],0
2010-06-01 00:00:00,[],0
2010-06-02 00:00:00,[],0
2010-06-03 00:00:00,[],0
2010-06-04 00:00:00,[],0
2010-06-07 00:00:00,[],0
2010-06-08 00:00:00,[],0
2010-06-09 00:00:00,[],0
2010-06-10 00:00:00,[],0
2010-06-11 00:00:00,[],0
2010-06-14 00:00:00,[],0
2010-06-15 00:00:00,[],0
2010-06-17 00:00:00,[],0
2010-06-18 00:00:00,[],0
2010-06-21 00:00:00,[],0
2010-06-22 00:00:00,[],0
2010-06-23 00:00:00,[],0
2010-06-24 00:00:00,[],0
2010-06-25 00:00:00,[],0
2010-06-28 00:00:00,[],0
2010-06-29 00:00:00,[],0
2010-06-30 00:00:00,[],0
2010-07-01 00:00:00,[],0
2010-07-02 00:00:00,[],0
2010-07-05 00:00:00,[],0
2010-07-06 00:00:00,[],0
2010-07-07 00:00:00,[],0
2010-07-08 00:00:00,[],0
2010-07-09 00:00:00,[],0
2010-07-12 00:00:00,[],0
2010-07-13 00:00:00,[],0
2010-07-14 00:00:00,[],0
2010-07-15 00:00:00,[],0
2010-07-16 00:00:00,[],0
2010-07-19 00:00:00,[],0
2010-07-20 00:00:00,[],0
2010-07-21 00:00:00,[],0
2010-07-22 00:00:00,[],0
2010-07-23 00:00:00,[],0
2010-07-26 00:00:00,[],0
2010-07-27 00:00:00,[],0
2010-07-28 00:00:00,[],0
2010-07-29 00:00:00,[],0
2010-07-30 00:00:00,[],0
2010-08-02 00:00:00,[],0
2010-08-03 00:00:00,[],0
2010-08-04 00:00:00,[],0
2010-08-05 00:00:00,[],0
2010-08-06 00:00:00,[],0
2010-08-09 00:00:00,[],0
2010-08-10 00:00:00,[],0
2010-08-11 00:00:00,[],0
2010-08-12 00:00:00,[],0
2010-08-13 00:00:00,[],0
2010-08-16 00:00:00,[],0
2010-08-17 00:00:00,[],0
2010-08-18 00:00:00,[],0
2010-08-19 00:00:00,[],0
2010-08-20 00:00:00,[],0
2010-08-23 00:00:00,[],0
2010-08-24 00:00:00,[],0
2010-08-25 00:00:00,[],0
2010-08-26 00:00:00,[],0
2010-08-27 00:00:00,[],0
2010-08-30 00:00:00,[],0
2010-08-31 00:00:00,[],0
2010-09-01 00:00:00,[],0
2010-09-02 00:00:00,[],0
2010-09-03 00:00:00,[],0
2010-09-06 00:00:00,[],0
2010-09-07 00:00:00,[],0
2010-09-08 00:00:00,[],0
2010-09-09 00:00:00,[],0
2010-09-10 00:00:00,[],0
2010-09-13 00:00:00,[],0
2010-09-14 00:00:00,[],0
2010-09-15 00:00:00,[],0
2010-09-16 00:00:00,[],0
2010-09-17 00:00:00,[],0
2010-09-20 00:00:00,[],0
2010-09-21 00:00:00,[],0
2010-09-23 00:00:00,[],0
2010-09-24 00:00:00,[],0
2010-09-27 00:00:00,[],0
2010-09-28 00:00:00,[],0
2010-09-29 00:00:00,[],0
2010-09-30 00:00:00,[],0
2010-10-01 00:00:00,[],0
2010-10-04 00:00:00,[],0
2010-10-05 00:00:00,[],0
2010-10-06 00:00:00,[],0
2010-10-07 00:00:00,[],0
2010-10-08 00:00:00,[],0
2010-10-11 00:00:00,[],0
2010-10-12 00:00:00,[],0
2010-10-13 00:00:00,[],0
2010-10-14 00:00:00,[],0
2010-10-15 00:00:00,[],0
2010-10-18 00:00:00,[],0
2010-10-19 00:00:00,[],0
2010-10-20 00:00:00,[],0
2010-10-21 00:00:00,[],0
2010-10-22 00:00:00,[],0
2010-10-25 00:00:00,[],0
2010-10-26 00:00:00,[],0
2010-10-27 00:00:00,[],0
2010-10-28 00:00:00,[],0
2010-10-29 00:00:00,[],0
2010-11-01 00:00:00,[],0
2010-11-02 00:00:00,[],0
2010-11-03 00:00:00,[],0
2010-11-04 00:00:00,[],0
2010-11-05 00:00:00,[],0
2010-11-08 00:00:00,[],0
2010-11-09 00:00:00,[],0
2010-11-10 00:00:00,[],0
2010-11-11 00:00:00,[],0
2010-11-12 00:00:00,[],0
2010-11-15 00:00:00,[],0
2010-11-16 00:00:00,[],0
2010-11-17 00:00:00,[],0
2010-11-18 00:00:00,[],0
2010-11-19 00:00:00,[],0
2010-11-22 00:00:00,[],0
2010-11-23 00:00:00,[],0
2010-11-24 00:00:00,[],0
2010-11-25 00:00:00,[],0
2010-11-26 00:00:00,[],0
2010-11-29 00:00:00,[],0
2010-11-30 00:00:00,[],0
2010-12-01 00:00:00,[],0
2010-12-02 00:00:00,[],0
2010-12-03 00:00:00,[],0
2010-12-06 00:00:00,[],0
2010-12-07 00:00:00,[],0
2010-12-08 00:00:00,[],0
2010-12-09 00:00:00,[],0
2010-12-10 00:00:00,[],0
2010-12-13 00:00:00,[],0
2010-12-14 00:00:00,[],0
2010-12-15 00:00:00,[],0
2010-12-16 00:00:00,[],0
2010-12-17 00:00:00,[],0
2010-12-20 00:00:00,[],0
2010-12-21 00:00:00,[],0
2010-12-22 00:00:00,[],0
2010-12-23 00:00:00,[],0
2010-12-24 00:00:00,[],0
2010-12-27 00:00:00,[],0
2010-12-28 00:00:00,[],0
2010-12-29 00:00:00,[],0
2010-12-30 00:00:00,[],0
2010-12-31 00:00:00,[],0
2011-01-03 00:00:00,[],0
2011-01-04 00:00:00,[],0
2011-01-05 00:00:00,[],0
2011-01-06 00:00:00,[],0
2011-01-07 00:00:00,[],0
2011-01-10 00:00:00,[],0
2011-01-11 00:00:00,[],0
2011-01-12 00:00:00,[],0
2011-01-13 00:00:00,[],0
2011-01-14 00:00:00,[],0
2011-01-17 00:00:00,[],0
2011-01-18 00:00:00,[],0
2011-01-19 00:00:00,[],0
2011-01-20 00:00:00,[],0
2011-01-21 00:00:00,[],0
2011-01-24 00:00:00,[],0
2011-01-25 00:00:00,[],0
2011-01-26 00:00:00,[],0
2011-01-27 00:00:00,[],0
2011-01-28 00:00:00,[],0
2011-02-08 00:00:00,[],0
2011-02-09 00:00:00,[],0
2011-02-10 00:00:00,[],0
2011-02-11 00:00:00,[],0
2011-02-14 00:00:00,[],0
2011-02-15 00:00:00,[],0
2011-02-16 00:00:00,[],0
2011-02-17 00:00:00,[],0
2011-02-18 00:00:00,[],0
2011-02-21 00:00:00,[],0
2011-02-22 00:00:00,[],0
2011-02-23 00:00:00,[],0
2011-02-24 00:00:00,[],0
2011-02-25 00:00:00,[],0
2011-03-01 00:00:00,[],0
2011-03-02 00:00:00,[],0
2011-03-03 00:00:00,[],0
2011-03-04 00:00:00,[],0
2011-03-07 00:00:00,[],0
2011-03-08 00:00:00,[],0
2011-03-09 00:00:00,[],0
2011-03-10 00:00:00,[],0
2011-03-11 00:00:00,[],0
2011-03-14 00:00:00,[],0
2011-03-15 00:00:00,[],0
2011-03-16 00:00:00,[],0
2011-03-17 00:00:00,[],0
2011-03-18 00:00:00,[],0
2011-03-21 00:00:00,[],0
2011-03-22 00:00:00,[],0
2011-03-23 00:00:00,[],0
2011-03-24 00:00:00,[],0
2011-03-25 00:00:00,[],0
2011-03-28 00:00:00,[],0
2011-03-29 00:00:00,[],0
2011-03-30 00:00:00,[],0
2011-03-31 00:00:00,[],0
2011-04-01 00:00:00,[],0
2011-04-06 00:00:00,[],0
2011-04-07 00:00:00,[],0
2011-04-08 00:00:00,[],0
2011-04-11 00:00:00,[],0
2011-04-12 00:00:00,[],0
2011-04-13 00:00:00,[],0
2011-04-14 00:00:00,[],0
2011-04-15 00:00:00,[],0
2011-04-18 00:00:00,[],0
2011-04-19 00:00:00,[],0
2011-04-20 00:00:00,[],0
2011-04-21 00:00:00,[],0
2011-04-22 00:00:00,[],0
2011-04-25 00:00:00,[],0
2011-04-26 00:00:00,[],0
2011-04-27 00:00:00,[],0
2011-04-28 00:00:00,[],0
2011-04-29 00:00:00,[],0
2011-05-03 00:00:00,[],0
2011-05-04 00:00:00,[],0
2011-05-05 00:00:00,[],0
2011-05-06 00:00:00,[],0
2011-05-09 00:00:00,[],0
2011-05-10 00:00:00,[],0
2011-05-11 00:00:00,[],0
2011-05-12 00:00:00,[],0
2011-05-13 00:00:00,[],0
2011-05-16 00:00:00,[],0
2011-05-17 00:00:00,[],0
2011-05-18 00:00:00,[],0
2011-05-19 00:00:00,[],0
2011-05-20 00:00:00,[],0
2011-05-23 00:00:00,[],0
2011-05-24 00:00:00,[],0
2011-05-25 00:00:00,[],0
2011-05-26 00:00:00,[],0
2011-05-27 00:00:00,[],0
2011-05-30 00:00:00,[],0
2011-05-31 00:00:00,[],0
2011-06-01 00:00:00,[],0
2011-06-02 00:00:00,[],0
2011-06-03 00:00:00,[],0
2011-06-07 00:00:00,[],0
2011-06-08 00:00:00,[],0
2011-06-09 00:00:00,[],0
2011-06-10 00:00:00,[],0
2011-06-13 00:00:00,[],0
2011-06-14 00:00:00,[],0
2011-06-15 00:00:00,[],0
2011-06-16 00:00:00,[],0
2011-06-17 00:00:00,[],0
2011-06-20 00:00:00,[],0
2011-06-21 00:00:00,[],0
2011-06-22 00:00:00,[],0
2011-06-23 00:00:00,[],0
2011-06-24 00:00:00,[],0
2011-06-27 00:00:00,[],0
2011-06-28 00:00:00,[],0
2011-06-29 00:00:00,[],0
2011-06-30 00:00:00,[],0
2011-07-01 00:00:00,[],0
2011-07-04 00:00:00,[],0
2011-07-05 00:00:00,[],0
2011-07-06 00:00:00,[],0
2011-07-07 00:00:00,[],0
2011-07-08 00:00:00,[],0
2011-07-11 00:00:00,[],0
2011-07-12 00:00:00,[],0
2011-07-13 00:00:00,[],0
2011-07-14 00:00:00,[],0
2011-07-15 00:00:00,[],0
2011-07-18 00:00:00,[],0
2011-07-19 00:00:00,[],0
2011-07-20 00:00:00,[],0
2011-07-21 00:00:00,[],0
2011-07-22 00:00:00,[],0
2011-07-25 00:00:00,[],0
2011-07-26 00:00:00,[],0
2011-07-27 00:00:00,[],0
2011-07-28 00:00:00,[],0
2011-07-29 00:00:00,[],0
2011-08-01 00:00:00,[],0
2011-08-02 00:00:00,[],0
2011-08-03 00:00:00,[],0
2011-08-04 00:00:00,[],0
2011-08-05 00:00:00,[],0
2011-08-08 00:00:00,[],0
2011-08-09 00:00:00,[],0
2011-08-10 00:00:00,[],0
2011-08-11 00:00:00,[],0
2011-08-12 00:00:00,[],0
2011-08-15 00:00:00,[],0
2011-08-16 00:00:00,[],0
2011-08-17 00:00:00,[],0
2011-08-18 00:00:00,[],0
2011-08-19 00:00:00,[],0
2011-08-22 00:00:00,[],0
2011-08-23 00:00:00,[],0
2011-08-24 00:00:00,[],0
2011-08-25 00:00:00,[],0
2011-08-26 00:00:00,[],0
2011-08-29 00:00:00,[],0
2011-08-30 00:00:00,[],0
2011-08-31 00:00:00,[],0
2011-09-01 00:00:00,[],0
2011-09-02 00:00:00,[],0
2011-09-05 00:00:00,[],0
2011-09-06 00:00:00,[],0
2011-09-07 00:00:00,[],0
2011-09-08 00:00:00,[],0
2011-09-09 00:00:00,[],0
2011-09-13 00:00:00,[],0
2011-09-14 00:00:00,[],0
2011-09-15 00:00:00,[],0
2011-09-16 00:00:00,[],0
2011-09-19 00:00:00,[],0
2011-09-20 00:00:00,[],0
2011-09-21 00:00:00,[],0
2011-09-22 00:00:00,[],0
2011-09-23 00:00:00,[],0
2011-09-26 00:00:00,[],0
2011-09-27 00:00:00,[],0
2011-09-28 00:00:00,[],0
2011-09-29 00:00:00,[],0
2011-09-30 00:00:00,[],0
2011-10-03 00:00:00,[],0
2011-10-04 00:00:00,[],0
2011-10-05 00:00:00,[],0
2011-10-06 00:00:00,[],0
2011-10-07 00:00:00,[],0
2011-10-11 00:00:00,[],0
2011-10-12 00:00:00,[],0
2011-10-13 00:00:00,[],0
2011-10-14 00:00:00,[],0
2011-10-17 00:00:00,[],0
2011-10-18 00:00:00,[],0
2011-10-19 00:00:00,[],0
2011-10-20 00:00:00,[],0
2011-10-21 00:00:00,[],0
2011-10-24 00:00:00,[],0
2011-10-25 00:00:00,[],0
2011-10-26 00:00:00,[],0
2011-10-27 00:00:00,[],0
2011-10-28 00:00:00,[],0
2011-10-31 00:00:00,[],0
2011-11-01 00:00:00,[],0
2011-11-02 00:00:00,[],0
2011-11-03 00:00:00,[],0
2011-11-04 00:00:00,[],0
2011-11-07 00:00:00,[],0
2011-11-08 00:00:00,[],0
2011-11-09 00:00:00,[],0
2011-11-10 00:00:00,[],0
2011-11-11 00:00:00,[],0
2011-11-14 00:00:00,[],0
2011-11-15 00:00:00,[],0
2011-11-16 00:00:00,[],0
2011-11-17 00:00:00,[],0
2011-11-18 00:00:00,[],0
2011-11-21 00:00:00,[],0
2011-11-22 00:00:00,[],0
2011-11-23 00:00:00,[],0
2011-11-24 00:00:00,[],0
2011-11-25 00:00:00,[],0
2011-11-28 00:00:00,[],0
2011-11-29 00:00:00,[],0
2011-11-30 00:00:00,[],0
2011-12-01 00:00:00,[],0
2011-12-02 00:00:00,[],0
2011-12-05 00:00:00,[],0
2011-12-06 00:00:00,[],0
2011-12-07 00:00:00,[],0
2011-12-08 00:00:00,[],0
2011-12-09 00:00:00,[],0
2011-12-12 00:00:00,[],0
2011-12-13 00:00:00,[],0
2011-12-14 00:00:00,[],0
2011-12-15 00:00:00,[],0
2011-12-16 00:00:00,[],0
2011-12-19 00:00:00,[],0
2011-12-20 00:00:00,[],0
2011-12-21 00:00:00,[],0
2011-12-22 00:00:00,[],0
2011-12-23 00:00:00,[],0
2011-12-26 00:00:00,[],0
2011-12-27 00:00:00,[],0
2011-12-28 00:00:00,[],0
2011-12-29 00:00:00,[],0
2011-12-30 00:00:00,[],0
2012-01-02 00:00:00,[],0
2012-01-03 00:00:00,[],0
2012-01-04 00:00:00,[],0
2012-01-05 00:00:00,[],0
2012-01-06 00:00:00,[],0
2012-01-09 00:00:00,[],0
2012-01-10 00:00:00,[],0
2012-01-11 00:00:00,[],0
2012-01-12 00:00:00,[],0
2012-01-13 00:00:00,[],0
2012-01-16 00:00:00,[],0
2012-01-17 00:00:00,[],0
2012-01-18 00:00:00,[],0
2012-01-30 00:00:00,[],0
2012-01-31 00:00:00,[],0
2012-02-01 00:00:00,[],0
2012-02-02 00:00:00,[],0
2012-02-03 00:00:00,[],0
2012-02-06 00:00:00,[],0
2012-02-07 00:00:00,[],0
2012-02-08 00:00:00,[],0
2012-02-09 00:00:00,[],0
2012-02-10 00:00:00,[],0
2012-02-13 00:00:00,[],0
2012-02-14 00:00:00,[],0
2012-02-15 00:00:00,[],0
2012-02-16 00:00:00,[],0
2012-02-17 00:00:00,[],0
2012-02-20 00:00:00,[],0
2012-02-21 00:00:00,[],0
2012-02-22 00:00:00,[],0
2012-02-23 00:00:00,[],0
2012-02-24 00:00:00,[],0
2012-02-29 00:00:00,[],0
2012-03-01 00:00:00,[],0
2012-03-02 00:00:00,[],0
2012-03-05 00:00:00,[],0
2012-03-06 00:00:00,[],0
2012-03-07 00:00:00,[],0
2012-03-08 00:00:00,[],0
2012-03-09 00:00:00,[],0
2012-03-12 00:00:00,[],0
2012-03-13 00:00:00,[],0
2012-03-14 00:00:00,[],0
2012-03-15 00:00:00,[],0
2012-03-16 00:00:00,[],0
2012-03-19 00:00:00,[],0
2012-03-20 00:00:00,[],0
2012-03-21 00:00:00,[],0
2012-03-22 00:00:00,[],0
2012-03-23 00:00:00,[],0
2012-03-26 00:00:00,[],0
2012-03-27 00:00:00,[],0
2012-03-28 00:00:00,[],0
2012-03-29 00:00:00,[],0
2012-03-30 00:00:00,[],0
2012-04-02 00:00:00,[],0
2012-04-03 00:00:00,[],0
2012-04-05 00:00:00,[],0
2012-04-06 00:00:00,[],0
2012-04-09 00:00:00,[],0
2012-04-10 00:00:00,[],0
2012-04-11 00:00:00,[],0
2012-04-12 00:00:00,[],0
2012-04-13 00:00:00,[],0
2012-04-16 00:00:00,[],0
2012-04-17 00:00:00,[],0
2012-04-18 00:00:00,[],0
2012-04-19 00:00:00,[],0
2012-04-20 00:00:00,[],0
2012-04-23 00:00:00,[],0
2012-04-24 00:00:00,[],0
2012-04-25 00:00:00,[],0
2012-04-26 00:00:00,[],0
2012-04-27 00:00:00,[],0
2012-04-30 00:00:00,[],0
2012-05-02 00:00:00,[],0
2012-05-03 00:00:00,[],0
2012-05-04 00:00:00,[],0
2012-05-07 00:00:00,[],0
2012-05-08 00:00:00,[],0
2012-05-09 00:00:00,[],0
2012-05-10 00:00:00,[],0
2012-05-11 00:00:00,[],0
2012-05-14 00:00:00,[],0
2012-05-15 00:00:00,[],0
2012-05-16 00:00:00,[],0
2012-05-17 00:00:00,[],0
2012-05-18 00:00:00,[],0
2012-05-21 00:00:00,[],0
2012-05-22 00:00:00,[],0
2012-05-23 00:00:00,[],0
2012-05-24 00:00:00,[],0
2012-05-25 00:00:00,[],0
2012-05-28 00:00:00,[],0
2012-05-29 00:00:00,[],0
2012-05-30 00:00:00,[],0
2012-05-31 00:00:00,[],0
2012-06-01 00:00:00,[],0
2012-06-04 00:00:00,[],0
2012-06-05 00:00:00,[],0
2012-06-06 00:00:00,[],0
2012-06-07 00:00:00,[],0
2012-06-08 00:00:00,[],0
2012-06-11 00:00:00,[],0
2012-06-12 00:00:00,[],0
2012-06-13 00:00:00,[],0
2012-06-14 00:00:00,[],0
2012-06-15 00:00:00,[],0
2012-06-18 00:00:00,[],0
2012-06-19 00:00:00,[],0
2012-06-20 00:00:00,[],0
2012-06-21 00:00:00,[],0
2012-06-22 00:00:00,[],0
2012-06-25 00:00:00,[],0
2012-06-26 00:00:00,[],0
2012-06-27 00:00:00,[],0
2012-06-28 00:00:00,[],0
2012-06-29 00:00:00,[],0
2012-07-02 00:00:00,[],0
2012-07-03 00:00:00,[],0
2012-07-04 00:00:00,[],0
2012-07-05 00:00:00,[],0
2012-07-06 00:00:00,[],0
2012-07-09 00:00:00,[],0
2012-07-10 00:00:00,[],0
2012-07-11 00:00:00,[],0
2012-07-12 00:00:00,[],0
2012-07-13 00:00:00,[],0
2012-07-16 00:00:00,[],0
2012-07-17 00:00:00,[],0
2012-07-18 00:00:00,[],0
2012-07-19 00:00:00,[],0
2012-07-20 00:00:00,[],0
2012-07-23 00:00:00,[],0
2012-07-24 00:00:00,[],0
2012-07-25 00:00:00,[],0
2012-07-26 00:00:00,[],0
2012-07-27 00:00:00,[],0
2012-07-30 00:00:00,[],0
2012-07-31 00:00:00,[],0
2012-08-01 00:00:00,[],0
2012-08-02 00:00:00,[],0
2012-08-03 00:00:00,[],0
2012-08-06 00:00:00,[],0
2012-08-07 00:00:00,[],0
2012-08-08 00:00:00,[],0
2012-08-09 00:00:00,[],0
2012-08-10 00:00:00,[],0
2012-08-13 00:00:00,[],0
2012-08-14 00:00:00,[],0
2012-08-15 00:00:00,[],0
2012-08-16 00:00:00,[],0
2012-08-17 00:00:00,[],0
2012-08-20 00:00:00,[],0
2012-08-21 00:00:00,[],0
2012-08-22 00:00:00,[],0
2012-08-23 00:00:00,[],0
2012-08-24 00:00:00,[],0
2012-08-27 00:00:00,[],0
2012-08-28 00:00:00,[],0
2012-08-29 00:00:00,[],0
2012-08-30 00:00:00,[],0
2012-08-31 00:00:00,[],0
2012-09-03 00:00:00,[],0
2012-09-04 00:00:00,[],0
2012-09-05 00:00:00,[],0
2012-09-06 00:00:00,[],0
2012-09-07 00:00:00,[],0
2012-09-10 00:00:00,[],0
2012-09-11 00:00:00,[],0
2012-09-12 00:00:00,[],0
2012-09-13 00:00:00,[],0
2012-09-14 00:00:00,[],0
2012-09-17 00:00:00,[],0
2012-09-18 00:00:00,[],0
2012-09-19 00:00:00,[],0
2012-09-20 00:00:00,[],0
2012-09-21 00:00:00,[],0
2012-09-24 00:00:00,[],0
2012-09-25 00:00:00,[],0
2012-09-26 00:00:00,[],0
2012-09-27 00:00:00,[],0
2012-09-28 00:00:00,[],0
2012-10-01 00:00:00,[],0
2012-10-02 00:00:00,[],0
2012-10-03 00:00:00,[],0
2012-10-04 00:00:00,[],0
2012-10-05 00:00:00,[],0
2012-10-08 00:00:00,[],0
2012-10-09 00:00:00,[],0
2012-10-11 00:00:00,[],0
2012-10-12 00:00:00,[],0
2012-10-15 00:00:00,[],0
2012-10-16 00:00:00,[],0
2012-10-17 00:00:00,[],0
2012-10-18 00:00:00,[],0
2012-10-19 00:00:00,[],0
2012-10-22 00:00:00,[],0
2012-10-23 00:00:00,[],0
2012-10-24 00:00:00,[],0
2012-10-25 00:00:00,[],0
2012-10-26 00:00:00,[],0
2012-10-29 00:00:00,[],0
2012-10-30 00:00:00,[],0
2012-10-31 00:00:00,[],0
2012-11-01 00:00:00,[],0
2012-11-02 00:00:00,[],0
2012-11-05 00:00:00,[],0
2012-11-06 00:00:00,[],0
2012-11-07 00:00:00,[],0
2012-11-08 00:00:00,[],0
2012-11-09 00:00:00,[],0
2012-11-12 00:00:00,[],0
2012-11-13 00:00:00,[],0
2012-11-14 00:00:00,[],0
2012-11-15 00:00:00,[],0
2012-11-16 00:00:00,[],0
2012-11-19 00:00:00,[],0
2012-11-20 00:00:00,[],0
2012-11-21 00:00:00,[],0
2012-11-22 00:00:00,[],0
2012-11-23 00:00:00,[],0
2012-11-26 00:00:00,[],0
2012-11-27 00:00:00,[],0
2012-11-28 00:00:00,[],0
2012-11-29 00:00:00,[],0
2012-11-30 00:00:00,[],0
2012-12-03 00:00:00,[],0
2012-12-04 00:00:00,[],0
2012-12-05 00:00:00,[],0
2012-12-06 00:00:00,[],0
2012-12-07 00:00:00,[],0
2012-12-10 00:00:00,[],0
2012-12-11 00:00:00,[],0
2012-12-12 00:00:00,[],0
2012-12-13 00:00:00,[],0
2012-12-14 00:00:00,[],0
2012-12-17 00:00:00,[],0
2012-12-18 00:00:00,[],0
2012-12-19 00:00:00,[],0
2012-12-20 00:00:00,[],0
2012-12-21 00:00:00,[],0
2012-12-24 00:00:00,[],0
2012-12-25 00:00:00,[],0
2012-12-26 00:00:00,[],0
2012-12-27 00:00:00,[],0
2012-12-28 00:00:00,[],0
2013-01-02 00:00:00,"[""上週外資在集中市場買超133.65億元，買超台積電2.88萬張最多"", ""外資上周買超台股133.65億元 大買台積電 大賣開發金"", ""台積電受惠蘋果 28奈米產能大增 ＃蘋果A6X處理器 台積電本季試產""]",3
2013-01-03 00:00:00,"[""群益期貨台股期權盤後－美國財政懸崖前勒馬 台積電重登百元大關"", ""群益期貨台股期權盤後－美國財政懸崖前勒馬 台積電重登百元大關"", ""群益期貨台股期權盤後－美國財政懸崖前勒馬 台積電重登百元大關"", ""睽違近12年 台積電股價返百元關 ＃台積電股價風光 值逾2兆6創新高"", ""台股收高在7836點 台積電創新高成市場焦點"", ""台股盤後─台積電登百元秀！中概航空城敲邊鼓 帶量千億躍上7800"", ""台股續漲　台積電站上百元股價創新高！"", ""台股盤中─激情後驚驚漲 台積電重返百元 放量攻上7800點""]",8
2013-01-04 00:00:00,"[""各大外資最愛 台積電險守百元關 ＃不畏賣壓湧現 外資喊台積電117元""]",1
2013-01-07 00:00:00,"[""上週外資在集中市場買超15.29億元，買超台積電3.81萬張最多"", ""台股首周 外資小買15.3億元 買台積電最多 大賣中信金"", ""台股首周 外資小買15.3億元 買台積電最多 大賣中信金""]",3
2013-01-08 00:00:00,"[""台股盤後─高價電子失血軟腳！靠鴻海台積電拉尾 暫守7700""]",1
2013-01-09 00:00:00,"[""〈CES〉高通需求 台積電一手搞定！Snapdragon見證典範"", ""台股盤中—電子股回神 台積電、鴻海撐盤 挑戰中止連三黑""]",2
2013-01-10 00:00:00,"[""台積電、鴻海營收出爐　表現亮眼"", ""台積電12月營收減16% 去年Q4 1313億元跨過高標！"", ""里昂看好大立光為光學鏡頭廠「台積電」 Q2 iPhone 5S進補"", ""里昂看好大立光為光學鏡頭廠「台積電」 Q2 iPhone 5S進補""]",4
2013-01-11 00:00:00,"[""2012全美專利排名 台積電增49%躍進15名 三星仍居老二""]",1
2013-01-14 00:00:00,[],0
2013-01-15 00:00:00,"[""賣壓出籠開低走低 台股淚別7800 ＃鴻海跌逾半根停板 台積電跌幅1%""]",1
2013-01-16 00:00:00,"[""全球前12大晶圓代工廠 台積電穩居龍頭 三星擠下聯電躍居第3"", ""德意志半導體點將 行動通訊題材仍夯 首選台積電、聯發科"", ""德意志半導體點將 行動通訊題材仍夯 首選台積電、聯發科""]",3
