Date,News_Titles,News_Volume
2016-09-07 00:00:00,"[""倫元投顧-台積電領軍、台股再創今年高"", ""永豐期貨台指選擇權盤後－台積電衝關 台指帶量突破92共識"", ""台股盤後－熱錢狂潮擋不住！台積電創16年高 收9259點今年新高"", ""台股盤中—資金行情發燒 台積電領攻收復9200點 創14個月新高"", ""台積電營運看俏 半導體展助威 市值4.8兆元再寫新高"", ""台積電報佳音 Q4不會太差 全年成長可望接近10%高標"", ""台積電未來5年成長 手機只占一半 高效運算、物聯網與車用比重增加""]",7
2016-09-08 00:00:00,"[""台股盤中─蘋概股沒有想像中強 台積電拖累大盤小跌中斷漲勢"", ""永豐期貨台指選擇權盤前－台積電衝關 台指帶量突破92共識"", ""倫元投顧-台積電領軍、台股再創今年高"", ""永豐期貨台指選擇權盤後－台積電衝關 台指帶量突破92共識"", ""台股盤後－熱錢狂潮擋不住！台積電創16年高 收9259點今年新高""]",5
2016-09-09 00:00:00,"[""丞唐講股：台積電供應鏈再創新高 生技股低檔全力反攻"", ""台積電公布8月營收   繼續維持增長"", ""台積電8月營收好威 衝上943億元 逼近千億元 創單月新高"", ""台股盤中─蘋概股沒有想像中強 台積電拖累大盤小跌中斷漲勢""]",4
2016-09-12 00:00:00,[],0
2016-09-13 00:00:00,[],0
2016-09-14 00:00:00,[],0
2016-12-08 00:00:00,"[""拚封關行情！外資狂買125億 力拱鴻海台積電、押寶金融""]",1
2016-12-09 00:00:00,"[""高檔避險？外資同步大買鴻海台積電台灣50反1 三大法人買超92億元"", ""台積電公布營收  1-11月比去年同期增10.8%"", ""台積電11月營收930億元 再寫歷史次高"", ""拚封關行情！外資狂買125億 力拱鴻海台積電、押寶金融""]",4
2016-12-12 00:00:00,[],0
2016-12-13 00:00:00,[],0
2016-12-14 00:00:00,"[""等待美升息結果 外資回防鴻海台積電 三大法人買超3億元""]",1
2016-12-15 00:00:00,"[""台積電排隊潮變短？聯發科：28奈米吃緊問題明年上半年可望紓緩 "", ""等待美升息結果 外資回防鴻海台積電 三大法人買超3億元""]",2
2016-12-16 00:00:00,"[""12吋晶圓廠產能 三星穩坐冠軍 台積電排名第三  "", ""台積電排隊潮變短？聯發科：28奈米吃緊問題明年上半年可望紓緩 ""]",2
2016-12-19 00:00:00,"[""賣股好過節 台積電鴻海同遭外資提款 三大法人賣超31億元""]",1
2016-12-20 00:00:00,"[""台積電發聲明 張忠謀並沒有「氣炸了」"", ""科技部長快嘴惹事 台積電：張忠謀並未氣炸也沒投訴總統府"", ""楊弘敦洩機密張忠謀怒？科技部：已盤點資源供台積電設廠評估"", ""〈蔡力行轉戰紫光〉協助蓋成都12吋晶圓代工廠 槓上台積電"", ""賣股好過節 台積電鴻海同遭外資提款 三大法人賣超31億元""]",5
2016-12-21 00:00:00,[],0
2016-12-22 00:00:00,"[""外資加速變現 台積電及金控成重災區 三大法人賣超76億元"", ""台股盤後－台積電破半年線金鋼傳趕底 大跌85點再破半年線"", ""〈蔣尚義任中芯獨董〉市場中性看 台積電股價平盤震盪""]",3
2016-12-23 00:00:00,"[""聖誕節前最後倒貨日 外資狂砍台積電 三大法人賣超70億元"", ""台股盤後－連三天殺尾盤！台積電回測頸線 周線重挫248點"", ""BlueFin：蘋果A10訂單加持，台積電Q4營收將比預期強勁"", ""外資加速變現 台積電及金控成重災區 三大法人賣超76億元"", ""台股盤後－台積電破半年線金鋼傳趕底 大跌85點再破半年線"", ""〈蔣尚義任中芯獨董〉市場中性看 台積電股價平盤震盪""]",6
2016-12-26 00:00:00,"[""「三王」外資獨愛鴻海 台積電賣壓略減 三大法人賣超16億元"", ""駁斥謠言 台積電：10奈米已量產 明年上半年貢獻營收"", ""台股上周跌破9100 外資賣超232億元 賣台積電最多"", ""傳台積電、三星10奈米良率皆低！恐衝擊蘋果、高通""]",4
2016-12-27 00:00:00,"[""〈台幣本季大貶〉匯率難測 台積電、聯發科連兩季方向都看錯"", ""「三王」外資獨愛鴻海 台積電賣壓略減 三大法人賣超16億元"", ""駁斥謠言 台積電：10奈米已量產 明年上半年貢獻營收"", ""台股上周跌破9100 外資賣超232億元 賣台積電最多"", ""傳台積電、三星10奈米良率皆低！恐衝擊蘋果、高通""]",5
2016-12-28 00:00:00,"[""〈台幣本季大貶〉匯率難測 台積電、聯發科連兩季方向都看錯""]",1
2016-12-29 00:00:00,[],0
2016-12-30 00:00:00,[],0
2017-07-28 00:00:00,"[""〈張忠謀談創新〉讚鴻海赴美是好投資 台積電首選仍是台灣"", ""〈張忠謀談創新〉鴻海赴美與台積電投資一樣 不具創新 但可為公司帶來成長""]",2
2017-07-31 00:00:00,[],0
2017-08-01 00:00:00,"[""外資保守觀望蘋果財報 台積電遭連3賣 三大法人買超19億元""]",1
2017-08-02 00:00:00,"[""外資道歉狂敲蘋概股 中止台積電連3賣 三大法人買超88億元"", ""外資保守觀望蘋果財報 台積電遭連3賣 三大法人買超19億元""]",2
2017-08-03 00:00:00,"[""外資道歉狂敲蘋概股 中止台積電連3賣 三大法人買超88億元""]",1
2017-08-04 00:00:00,"[""外資驚魂未定轉守金融 台積電連2天遭賣逾萬張 三大法人賣超19億元""]",1
2017-08-07 00:00:00,"[""內資發動軋空攻勢 外資中止賣超台積電 三大法人買超13億元"", ""台積電重申 3奈米設廠仍以台灣為主 否認出走美國"", ""台積電30周年 確實邀請庫克惟行程安排不克前來"", ""台積電證實 邀請庫克出席參加30周年慶活動""]",4
2017-08-08 00:00:00,"[""台積電核准資本預算955.5億元 建新廠與擴充、升級設備"", ""【豐銀投顧】台積電、大盤同創新高，MACD今天才翻紅！"", ""外資回防台積電撐盤 面板雙虎賣壓難止 三大法人買超23億元"", ""台股盤後－亞光關禁閉光學熄燈 台積電、台塑完成填息弱中透堅 小跌10點"", ""台積電經歷32天順利完成填息 盤中市值衝上5.68兆元再創新高"", ""內資發動軋空攻勢 外資中止賣超台積電 三大法人買超13億元""]",6
2017-08-09 00:00:00,[],0
2017-08-10 00:00:00,"[""台積電7月營收716億元終止連三升 月減15% 8、9月增溫""]",1
2017-08-11 00:00:00,"[""MSCI救不回外資玻璃心 台積電鴻海狂遭提款 三大法人賣超88億元""]",1
2017-08-14 00:00:00,[],0
2017-08-15 00:00:00,"[""〈鉅亨觀點〉台灣拿什麼留住台積電？""]",1
2017-08-16 00:00:00,"[""〈鉅亨觀點〉台灣拿什麼留住台積電？""]",1
2017-08-17 00:00:00,[],0
2017-08-18 00:00:00,[],0
2017-08-21 00:00:00,"[""815大停電 台積電赴美設廠與否又成話題 優劣點分析給你聽""]",1
2017-08-22 00:00:00,"[""〈鉅亨觀點〉三星跨晶圓代工PK台積電 誰比較行？""]",1
2017-08-23 00:00:00,"[""全球半導體資本支出今年估增兩成 三星比台積電高至少五成"", ""〈鉅亨觀點〉三星跨晶圓代工PK台積電 誰比較行？""]",2
2017-08-24 00:00:00,"[""全球半導體資本支出今年估增兩成 三星比台積電高至少五成""]",1
2017-08-25 00:00:00,"[""台經院示警：若台積電3奈米廠赴美 供應鏈恐追隨遷移"", ""外資連買4天近2月來最長 台積電穩軍心 三大法人買超76億元""]",2
2017-08-28 00:00:00,[],0
2017-08-29 00:00:00,[],0
2017-08-30 00:00:00,[],0
2017-08-31 00:00:00,[],0
2017-09-01 00:00:00,[],0
2017-09-04 00:00:00,[],0
2017-09-05 00:00:00,"[""台積電30周年慶論壇 七大咖與會祝賀 蘋果營運長代表參加""]",1
2017-09-06 00:00:00,"[""傳遭反壟斷調查 台積電聲明 指控違反從事競爭行為說法皆非事實"", ""台積電驚傳遭反壟斷調查 公司強調遵守法規"", ""台積電30周年慶論壇 七大咖與會祝賀 蘋果營運長代表參加""]",3
2017-09-07 00:00:00,"[""傳遭反壟斷調查 台積電聲明 指控違反從事競爭行為說法皆非事實""]",1
2017-09-08 00:00:00,"[""蘋果紅了 台積電8月營收衝上歷史第三高"", ""台積電助攻 Ambiq Micro獲華為穿戴新單""]",2
2017-09-11 00:00:00,"[""台積電發表首款7奈米高速運算測試晶片 明年H2量產"", ""台積電證實 張忠謀明出席南京廠設備導入典禮""]",2
2017-09-12 00:00:00,"[""台積電發表首款7奈米高速運算測試晶片 明年H2量產"", ""台積電證實 張忠謀明出席南京廠設備導入典禮""]",2
2017-09-13 00:00:00,[],0
2017-09-14 00:00:00,[],0
2017-09-15 00:00:00,[],0
2017-09-18 00:00:00,"[""【華冠投顧】林驛銘:台積電創新高!台股站穩10600!"", ""台股盤後－台積電喊衝鴻家軍跟進 證券股紅通通 收盤指數再創27年高"", ""台積電市值衝5.7兆元再寫新猷""]",3
2017-09-19 00:00:00,"[""【豐銀投顧】台股GG惹？台積電：Over My Dead Body！"", ""【豐銀投顧】台積電創新高  鴻海怎麼了？"", ""台積電10奈米技術超狂 蘋果A11晶片領先Android陣營技術2年"", ""【華冠投顧】林驛銘:台積電創新高!台股站穩10600!"", ""台股盤後－台積電喊衝鴻家軍跟進 證券股紅通通 收盤指數再創27年高"", ""台積電市值衝5.7兆元再寫新猷""]",6
2017-09-20 00:00:00,"[""外資6天大砍鴻海近10萬張 台積電成資金避風港 三大法人賣超85億元"", ""【華冠投顧】林驛銘:台積電創高獨木難撐，台股續回檔!"", ""台股盤後－台積電獨木難撐 鴻海摜破半年線 下跌56點險守10500"", ""台積電前景俏 股價追平歷史新高222元 市值衝5.75兆元再寫新猷"", ""【豐銀投顧】台股GG惹？台積電：Over My Dead Body！"", ""【豐銀投顧】台積電創新高  鴻海怎麼了？"", ""台積電10奈米技術超狂 蘋果A11晶片領先Android陣營技術2年""]",7
2017-09-21 00:00:00,"[""台積電好威 市值再寫新猷"", ""外資6天大砍鴻海近10萬張 台積電成資金避風港 三大法人賣超85億元"", ""【華冠投顧】林驛銘:台積電創高獨木難撐，台股續回檔!"", ""台股盤後－台積電獨木難撐 鴻海摜破半年線 下跌56點險守10500"", ""台積電前景俏 股價追平歷史新高222元 市值衝5.75兆元再寫新猷""]",5
2017-09-22 00:00:00,"[""台積電再次駁斥壟斷指控"", ""晶圓代工2哥看台積電不順眼 狀告歐盟討公道"", ""【豐銀投顧】一哥台積電功成暫退   二哥鴻海挺身而出！"", ""台積電好威 市值再寫新猷""]",4
2017-09-25 00:00:00,[],0
2017-09-26 00:00:00,"[""醣基董座發豪語：要當台灣生技業的台積電""]",1
2017-09-27 00:00:00,"[""醣基董座發豪語：要當台灣生技業的台積電""]",1
2017-09-28 00:00:00,[],0
2017-09-29 00:00:00,"[""南市感謝台積電3奈米廠留南科促發展"", ""高市府：感謝台積電投資南部"", ""〈快訊〉留住台積了 台積電宣布3奈米新廠落腳南科"", ""【華冠投顧】 林驛銘: 權值王台積電救駕!台股紅了!""]",4
2017-10-02 00:00:00,"[""〈鉅亨觀點〉少了張忠謀的台積電怎麼走..."", ""台積電宣布 張忠謀明年6月退休卸任董座 今天下午4點半舉行記者會說明"", ""台股盤中—月線季線反壓重 台積電及蘋概擔任反攻先鋒"", ""40奈米以下成長強 台積電86%市占穩坐冠軍 先進製程動能看到2022年""]",4
2017-10-03 00:00:00,"[""台積電交棒外資押寶聯電 面板雙虎遭棄養 三大法人賣超42億元"", ""【群益期貨】台股期權盤後－台積電挑戰前高  台股整理續強"", ""〈張忠謀退休〉外資正向看 台積電盤中追平歷史高價"", ""〈張忠謀退休〉凱基證券看台積電接班 產業龍頭地位難以撼動"", ""〈張忠謀退休〉市場中性偏正面解讀 台積電盤中股價走揚"", ""台股盤前─大盤續挑戰月線 主將台積電臉色仍紅潤"", ""〈鉅亨觀點〉少了張忠謀的台積電怎麼走..."", ""台積電宣布 張忠謀明年6月退休卸任董座 今天下午4點半舉行記者會說明"", ""台股盤中—月線季線反壓重 台積電及蘋概擔任反攻先鋒""]",9
2017-12-08 00:00:00,"[""蘋果晶片加持 台積電11月營收931.5億元 創單月次高紀錄"", ""台股盤後－中小強勢股反彈 台積電甩尾助攻 惟周線大跌201點連2黑"", ""台股盤前—台積電能否隨費半小漲回神 帶動指數上攻10400點""]",3
2017-12-11 00:00:00,[],0
2017-12-12 00:00:00,"[""三大法人合賣59億元 鴻海、台積電外資連續賣超今年最長""]",1
2017-12-13 00:00:00,"[""三大法人賣超12億元 台積電、鴻海遭賣天數續寫今年最長""]",1
2017-12-14 00:00:00,"[""外資中止連14賣超 台積電亦中止連13賣 鴻海賣超張數2個月來次低"", ""台股盤後－鴻海台積電報復反彈 集團股拚最後作帳 惟10600反壓重"", ""三大法人賣超12億元 台積電、鴻海遭賣天數續寫今年最長""]",3
2017-12-15 00:00:00,[],0
2017-12-18 00:00:00,"[""台股盤後－集團股搭電動車作帳 力抗台積電扯後腿 小漲15點收復10500""]",1
2017-12-19 00:00:00,[],0
2017-12-20 00:00:00,[],0
2017-12-21 00:00:00,[],0
2017-12-22 00:00:00,"[""外資送聖誕禮 台積電轉買超 三大法人買超10億元""]",1
2017-12-25 00:00:00,[],0
2017-12-26 00:00:00,[],0
2017-12-27 00:00:00,"[""〈台幣頻升高〉季底若仍收在2字頭 台積電Q4毛利率恐略受影響"", ""全球人均利潤最高20家公司 亞洲唯一擠入前10名的是台積電""]",2
2017-12-28 00:00:00,[],0
2017-12-29 00:00:00,"[""【永豐期貨】台指選擇權盤後－台積電拉尾 週線月線黑翻紅"", ""【華冠投顧】 林驛銘: 台積電領軍，台股2017年創萬點封關!""]",2
2018-08-16 00:00:00,"[""台積電3奈米廠環評初審過關 預計2020年動工 最快2022年底量產"", ""三大法人賣超68.43億 電子三雄外資買鴻海、台積電 續調節大立光""]",2
2018-08-17 00:00:00,[],0
2018-08-20 00:00:00,[],0
2018-08-21 00:00:00,[],0
2018-08-22 00:00:00,[],0
2018-08-23 00:00:00,[],0
2018-08-24 00:00:00,[],0
2018-08-27 00:00:00,[],0
2018-08-28 00:00:00,"[""〈晶圓先進製程競賽〉資本與技術優勢大者恆大 台積電市占率可望提升 穩坐龍頭寶座"", ""三大法人合買94.13億元 外資大買台積電 同步敲進金融股"", ""【元大期貨】台股期指盤後－台積電領漲，突破10900點！"", ""【永豐期貨】台指選擇權盤後－台積電領軍強漲 台股攻高兵臨萬一關卡"", ""【華冠投顧】台積電，大立光帶領台股反攻1萬1，被動元件與矽晶圓拖累，得而復失!"", ""【群益期貨】台股期權盤後－台積電率先登高  台股跳空開高"", ""〈晶圓先進製程競賽〉格羅方德退出7奈米 台積電股價大漲創近5月新高"", ""〈晶圓先進製程競賽〉格羅方德宣布退出半導體爭霸 台積電三星樂觀其成""]",8
2018-08-29 00:00:00,"[""【倫元投顧】外資搶補台積電"", ""三大法人買超129億元 外資期現貨齊偏多 連3日買超台積電"", ""格芯與AMD加持 台積電重獲外資青睞 股價創還原權值後新高"", ""【元大期貨】台股期指盤後－台積電續強，台指期延續買氣！"", ""【顧德投顧】台積電持續上攻,台股領先亞股,勿碰顯示卡反彈"", ""【華冠投顧】台積電成大黑馬、顯卡AI齊翻揚"", ""【永豐期貨】台指選擇權盤後－台積電領軍上攻 台股跳空大漲逾百點"", ""【華冠投顧】台積電成大黑馬、顯卡AI齊翻揚"", ""【華冠投顧】權王台積電好威 助台股收復萬一"", ""【華冠投顧】台積電大漲創高，台股差1點11100"", ""台積電、台達電、信昌化、大中、頎邦"", ""台股盤後—台積電領軍 指數大漲逾百點 僅差1點收復11100點"", ""【華冠投顧】盤中解析：台積電再發威 台股續攻"", ""台股盤前—台積電續強成站穩萬一關鍵 上方賣壓仍重有待突破"", ""【元大期貨】台股期指盤前－台積電領漲，突破10900點！"", ""【永豐期貨】台指選擇權盤前－台積電領軍強漲 台股攻高兵臨萬一關卡"", ""〈晶圓先進製程競賽〉資本與技術優勢大者恆大 台積電市占率可望提升 穩坐龍頭寶座"", ""三大法人合買94.13億元 外資大買台積電 同步敲進金融股"", ""【元大期貨】台股期指盤後－台積電領漲，突破10900點！""]",19
2018-08-30 00:00:00,"[""【華冠投顧】台股靠台積電創高，小心：無量，震盪拉回!"", ""台積電(2330)、環球晶(6488)、晶電(2448)、祥碩(5269)、頎邦(6147)"", ""台股盤後—台積電攻高領軍 傳產走弱拖累 開高走低終止連3紅"", ""【華冠投顧】盤中解析：台積電連三天跳空向上 台股賣壓出籠"", ""台積電可望通吃先進製程訂單 市值逼近7兆元 與股價同創高"", ""【元大期貨】台股期指盤前－台積電續強，台指期延續買氣！"", ""【永豐期貨】台指選擇權盤前－台積電領軍上攻 台股跳空大漲逾百點"", ""【大慶證券投顧】盤前－台積電領軍上攻  留意營收成長股"", ""台股盤前─台積電ADR大漲+被動元件走強 多頭搶萬一"", ""【倫元投顧】外資搶補台積電"", ""三大法人買超129億元 外資期現貨齊偏多 連3日買超台積電"", ""格芯與AMD加持 台積電重獲外資青睞 股價創還原權值後新高"", ""【元大期貨】台股期指盤後－台積電續強，台指期延續買氣！"", ""【顧德投顧】台積電持續上攻,台股領先亞股,勿碰顯示卡反彈""]",14
2018-08-31 00:00:00,"[""台積電賣茂迪持股降到6.31% 每股處分價13.44元"", ""【倫元投顧】觀察台積電能不能上來補缺口"", ""〈蘋果新機發表拍板〉代工廠、供應鏈迎出貨旺季 台積電、鴻海9月營收起跑"", ""【華冠投顧】 台積電中場休息 中小型股機會來了"", ""【華冠投顧】台積電休息準備開始類股輪動"", ""【華冠投顧】盤後分析：台積電島狀反轉 資金回流中小型股""]",6
2018-09-03 00:00:00,[],0
2018-09-04 00:00:00,"[""台股盤中—台積電翻黑拖累 指數多空交戰 「萬一」關卡得而復失""]",1
2018-09-05 00:00:00,"[""台積電7奈米獨霸 電子股漲聲響起 布局首選6族群"", ""【永豐期貨】台指選擇權盤後－台積電一枝獨秀 台股小跌失守萬一關卡"", ""【華冠投顧】台積電，被動元件不同調，難撐大盤 11000點關卡失守!"", ""【華冠投顧】盤後分析：亞股全面拉回 台積電一支獨秀"", ""台股盤後─台積電獨領風騷難撐賣壓 被動元件尾盤急殺 又失守萬一""]",5
2018-09-06 00:00:00,"[""傳可能收購記憶體廠 台積電：不排除但目前沒有任何計畫"", ""日經：台積電鬆口不排除收購「記憶體晶片公司」"", ""【永豐期貨】台指選擇權盤前－台積電一枝獨秀 台股小跌失守萬一關卡"", ""〈瑞信論壇〉台積電受惠AMD轉單 3年內營收將增加10%"", ""台積電7奈米獨霸 電子股漲聲響起 布局首選6族群""]",5
2018-09-07 00:00:00,"[""傳可能收購記憶體廠 台積電：不排除但目前沒有任何計畫""]",1
2018-09-10 00:00:00,"[""台股盤後—鴻海、大立光領跌 台積電孤掌難鳴 加權指數失年線"", ""蘋果晶片拉貨加溫 台積電8月營收衝910.55億元 今年次高""]",2
2018-09-11 00:00:00,"[""台積電7奈米訂單吃香 外資估明年營收占比將達28%"", ""台股盤後─權值股尾盤回神 台積電跌幅收斂 指數甩尾翻紅10752點"", ""台股盤中─蘋概三王不同調 台積電補跌拖累一度失守10700點""]",3
2018-09-12 00:00:00,"[""台積電7奈米訂單吃香 外資估明年營收占比將達28%"", ""台股盤後─權值股尾盤回神 台積電跌幅收斂 指數甩尾翻紅10752點"", ""台股盤中─蘋概三王不同調 台積電補跌拖累一度失守10700點""]",3
2018-09-13 00:00:00,"[""產能外包台積電？英特爾回應：有足夠供貨達成全年預期營收""]",1
2018-09-14 00:00:00,"[""〈張忠謀獲授勳〉張忠謀：台積電是很成功的公司 但也面臨兩大挑戰""]",1
2018-09-17 00:00:00,"[""台積電七奈米前景 外資齊力看好""]",1
2018-09-18 00:00:00,"[""台積電七奈米前景 外資齊力看好""]",1
2018-09-19 00:00:00,"[""台股回神、外資助攻 台積電股價小漲 持穩於257-258.5元""]",1
2018-09-20 00:00:00,"[""【永豐期貨】台指選擇權盤後－台積電獨木難支 台股季線得而復失""]",1
2018-09-21 00:00:00,"[""【永豐期貨】台指選擇權盤前－台積電獨木難支 台股季線得而復失"", ""【永豐期貨】台指選擇權盤後－台積電獨木難支 台股季線得而復失""]",2
2018-12-10 00:00:00,"[""台積電11月營收983.9億元 歷史第三高 Q4可望達標""]",1
2018-12-11 00:00:00,"[""家登EUV光罩盒獲ASML認證 台積電、英特爾、三星等大單將落袋""]",1
2018-12-12 00:00:00,[],0
2018-12-13 00:00:00,[],0
2018-12-14 00:00:00,"[""郭明錤認錯！宣布下修明年Q1 iPhone出貨量「20%」惟仍看好台積電""]",1
2018-12-17 00:00:00,"[""三大法人同步賣超 外資反手買超台積電 自營商鍾愛大同""]",1
2018-12-18 00:00:00,"[""環團籲3奈米新廠全採再生能源 台積電：若供應穩定充足就會使用"", ""三大法人同步賣超 外資反手買超台積電 自營商鍾愛大同""]",2
2018-12-19 00:00:00,"[""台積電3奈米新廠通過環差案 預計2020年動工"", ""環團籲3奈米新廠全採再生能源 台積電：若供應穩定充足就會使用""]",2
2018-12-20 00:00:00,"[""台積電3奈米新廠通過環差案 預計2020年動工""]",1
2018-12-21 00:00:00,[],0
2018-12-24 00:00:00,[],0
2018-12-25 00:00:00,[],0
2018-12-26 00:00:00,[],0
2018-12-27 00:00:00,"[""台積電明年7奈米導入EUV製程 成本將增2倍""]",1
2018-12-28 00:00:00,"[""蘋概三王今年市值蒸發8860億元 台積電終止連9年上漲""]",1
2019-08-07 00:00:00,"[""【華冠投顧】新台幣止貶回升，台積電開低走高，台股一度翻紅，等待外資回心轉意!""]",1
2019-08-08 00:00:00,"[""〈88強震〉台積電、聯電、世界先進 廠區均未受影響""]",1
2019-12-11 00:00:00,"[""光程研創採用台積電技術搶3D感測市場 明年首季量產"", ""台股盤後－台積電尾盤爆萬張大量 甩尾收最高11700點再創29年半新高"", ""台積電11月營收1078.84億元 再寫新猷 Q4可望優財測""]",3
2019-12-12 00:00:00,"[""【群益投顧】台積電領軍上攻、指數再次寫高"", ""台股盤後－台積電帶頭衝 帶量衝11875點再寫29年新高"", ""想跟台積電一樣受外資青睞 顧立雄提兩招吸引買盤"", ""台股盤中─台積電跳空大漲4%創新高 大漲140點衝上11875點"", ""台積電站上330元、市值登8.5兆元 雙再寫新猷"", ""光程研創採用台積電技術搶3D感測市場 明年首季量產"", ""台股盤後－台積電尾盤爆萬張大量 甩尾收最高11700點再創29年半新高""]",7
2019-12-13 00:00:00,"[""台股盤中－台積電續強推升大漲百點站上11900 留意櫃買指數盤中翻黑"", ""外資估明年營收成長16% 上調台積電目標價喊至385元"", ""台積電再跳空開高 市值達8.89兆元 股價、市值連3日寫新猷"", ""台積電滿單設備股大點名"", ""【群益投顧】台積電領軍上攻、指數再次寫高"", ""台股盤後－台積電帶頭衝 帶量衝11875點再寫29年新高"", ""想跟台積電一樣受外資青睞 顧立雄提兩招吸引買盤"", ""台股盤中─台積電跳空大漲4%創新高 大漲140點衝上11875點"", ""台積電站上330元、市值登8.5兆元 雙再寫新猷""]",9
2019-12-16 00:00:00,"[""外資買超20.48億元  大買友達 反向調節漲多股台積電、聯電"", ""央行年終理監事會議、台積電除息、台北雙子星簽約 本周大事預告"", ""〈台股風向球〉貿易協商二階段雜音浮現 台積電成飛越12000點關鍵""]",3
2019-12-17 00:00:00,"[""台股攻上「萬二」 台積電、和泰車等6檔個股股價攀新高"", ""台股盤後－台積電最後一盤爆量甩尾創天價 大盤收最高12097點"", ""外資紛上調目標價 台積電市值再寫新高逼近9兆元"", ""外資買超20.48億元  大買友達 反向調節漲多股台積電、聯電""]",4
2019-12-18 00:00:00,"[""台積電明日除息 台股開盤蒸發21點"", ""台股攻上「萬二」 台積電、和泰車等6檔個股股價攀新高"", ""台股盤後－台積電最後一盤爆量甩尾創天價 大盤收最高12097點"", ""外資紛上調目標價 台積電市值再寫新高逼近9兆元""]",4
2019-12-19 00:00:00,"[""台股盤後—台積電除息行情失靈 大跌103點 跌破5日線"", ""台股盤中－台積電除息行情失靈 光學、記憶體族群撐盤守5日線"", ""市場觀望 台積電今除息陷入貼息窘境"", ""台股盤前—台積電除息拚秒填息 美光財報佳關注記憶體、設備族群"", ""台積電明日除息 台股開盤蒸發21點""]",5
2019-12-20 00:00:00,"[""三大法人賣超32.91億元 外資連3賣台積電 本周提款近220億元"", ""台積電貼息「萬二」曇花一現 投信看好選前盤勢中性偏多"", ""台股盤後—台積電疲弱半導體族群成災區 失守「萬二」大關"", ""澄清轉單三星疑雲！黃仁勳：下代7奈米訂單絕大多數仍由台積電吃下"", ""台股盤後—台積電除息行情失靈 大跌103點 跌破5日線"", ""台股盤中－台積電除息行情失靈 光學、記憶體族群撐盤守5日線"", ""市場觀望 台積電今除息陷入貼息窘境"", ""台股盤前—台積電除息拚秒填息 美光財報佳關注記憶體、設備族群""]",8
2019-12-23 00:00:00,"[""後台積電的選股心法"", ""台股盤後—台積電尾盤助攻指數站穩「萬二」 內資蓄勢扮撐盤重任""]",2
2019-12-24 00:00:00,"[""後台積電的選股心法"", ""台股盤後—台積電尾盤助攻指數站穩「萬二」 內資蓄勢扮撐盤重任""]",2
2019-12-25 00:00:00,[],0
2019-12-26 00:00:00,[],0
2019-12-27 00:00:00,"[""台積電代理發言人孫又文退休 由公關部經理高孟華接任"", ""台積電回神台股週線連4紅 中小型股成延續多頭氣勢關鍵"", ""台股盤後─外資回頭買台積電撐盤 開高走高周線連四紅""]",3
2019-12-30 00:00:00,"[""台股攀近29年新高 鴻海、台積電蟬聯熱門個股冠亞軍"", ""〈2019年終盤點〉台積電市值頻寫新猷、聯電併富士通半導體股權 國內十大半導體新聞"", ""【群益金鼎證券】群益權證週報－假期效應量縮 台積電12MA攻防或決定本週走勢""]",3
2019-12-31 00:00:00,"[""台股攀近29年新高 鴻海、台積電蟬聯熱門個股冠亞軍"", ""〈2019年終盤點〉台積電市值頻寫新猷、聯電併富士通半導體股權 國內十大半導體新聞"", ""【群益金鼎證券】群益權證週報－假期效應量縮 台積電12MA攻防或決定本週走勢""]",3
